2026-04-25T15:29:03.784070 | 2026-04-25 | FACT-2026-04-25-0039 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:35.768734 | 2026-04-25 | FACT-2026-04-25-0095 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:35.768735 | 2026-04-25 | FACT-2026-04-25-0096 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:35.768736 | 2026-04-25 | FACT-2026-04-25-0097 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:35.768737 | 2026-04-25 | FACT-2026-04-25-0098 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:35.768738 | 2026-04-25 | FACT-2026-04-25-0099 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:35.768739 | 2026-04-25 | FACT-2026-04-25-0100 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:35.768740 | 2026-04-25 | FACT-2026-04-25-0101 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:35.768741 | 2026-04-25 | FACT-2026-04-25-0102 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:35.768742 | 2026-04-25 | FACT-2026-04-25-0103 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:35.768743 | 2026-04-25 | FACT-2026-04-25-0104 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:35.768744 | 2026-04-25 | FACT-2026-04-25-0105 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:35.768745 | 2026-04-25 | FACT-2026-04-25-0106 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:35.768747 | 2026-04-25 | FACT-2026-04-25-0107 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639390 | 2026-04-26 | FACT-2026-04-26-0003 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639394 | 2026-04-26 | FACT-2026-04-26-0004 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639395 | 2026-04-26 | FACT-2026-04-26-0005 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639396 | 2026-04-26 | FACT-2026-04-26-0006 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639397 | 2026-04-26 | FACT-2026-04-26-0007 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639398 | 2026-04-26 | FACT-2026-04-26-0008 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639399 | 2026-04-26 | FACT-2026-04-26-0009 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639401 | 2026-04-26 | FACT-2026-04-26-0011 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639402 | 2026-04-26 | FACT-2026-04-26-0012 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639403 | 2026-04-26 | FACT-2026-04-26-0013 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639404 | 2026-04-26 | FACT-2026-04-26-0014 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639405 | 2026-04-26 | FACT-2026-04-26-0015 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639406 | 2026-04-26 | FACT-2026-04-26-0016 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639407 | 2026-04-26 | FACT-2026-04-26-0017 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639408 | 2026-04-26 | FACT-2026-04-26-0018 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639409 | 2026-04-26 | FACT-2026-04-26-0019 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639410 | 2026-04-26 | FACT-2026-04-26-0020 | skip | 旧事实置信度更高(0.9 >= 0.9)，需用户确认
2026-04-26T16:44:47.639411 | 2026-04-26 | FACT-2026-04-26-0021 | skip | 旧事实置信度更高(0.9 >= 0.9)，需用户确认
2026-04-26T16:44:47.639412 | 2026-04-26 | FACT-2026-04-26-0022 | skip | 旧事实置信度更高(0.85 >= 0.85)，需用户确认
2026-04-26T16:44:47.639413 | 2026-04-26 | FACT-2026-04-26-0023 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639414 | 2026-04-26 | FACT-2026-04-26-0024 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639415 | 2026-04-26 | FACT-2026-04-26-0025 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639416 | 2026-04-26 | FACT-2026-04-26-0026 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639417 | 2026-04-26 | FACT-2026-04-26-0027 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639418 | 2026-04-26 | FACT-2026-04-26-0028 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639419 | 2026-04-26 | FACT-2026-04-26-0029 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639420 | 2026-04-26 | FACT-2026-04-26-0030 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639421 | 2026-04-26 | FACT-2026-04-26-0031 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639422 | 2026-04-26 | FACT-2026-04-26-0033 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639423 | 2026-04-26 | FACT-2026-04-26-0034 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639424 | 2026-04-26 | FACT-2026-04-26-0035 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639425 | 2026-04-26 | FACT-2026-04-26-0036 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639426 | 2026-04-26 | FACT-2026-04-26-0037 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639427 | 2026-04-26 | FACT-2026-04-26-0038 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639429 | 2026-04-26 | FACT-2026-04-26-0039 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639429 | 2026-04-26 | FACT-2026-04-26-0040 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639431 | 2026-04-26 | FACT-2026-04-26-0041 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639432 | 2026-04-26 | FACT-2026-04-26-0042 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639433 | 2026-04-26 | FACT-2026-04-26-0043 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639434 | 2026-04-26 | FACT-2026-04-26-0044 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639435 | 2026-04-26 | FACT-2026-04-26-0045 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639436 | 2026-04-26 | FACT-2026-04-26-0046 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639437 | 2026-04-26 | FACT-2026-04-26-0047 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639438 | 2026-04-26 | FACT-2026-04-26-0048 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639439 | 2026-04-26 | FACT-2026-04-26-0049 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639440 | 2026-04-26 | FACT-2026-04-26-0050 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639441 | 2026-04-26 | FACT-2026-04-26-0051 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639442 | 2026-04-26 | FACT-2026-04-26-0052 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639443 | 2026-04-26 | FACT-2026-04-26-0053 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639444 | 2026-04-26 | FACT-2026-04-26-0054 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639445 | 2026-04-26 | FACT-2026-04-26-0055 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639446 | 2026-04-26 | FACT-2026-04-26-0056 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639447 | 2026-04-26 | FACT-2026-04-26-0057 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639448 | 2026-04-26 | FACT-2026-04-26-0058 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639449 | 2026-04-26 | FACT-2026-04-26-0059 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639450 | 2026-04-26 | FACT-2026-04-26-0060 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639451 | 2026-04-26 | FACT-2026-04-26-0061 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639452 | 2026-04-26 | FACT-2026-04-26-0062 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639453 | 2026-04-26 | FACT-2026-04-26-0063 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639454 | 2026-04-26 | FACT-2026-04-26-0064 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639455 | 2026-04-26 | FACT-2026-04-26-0065 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639456 | 2026-04-26 | FACT-2026-04-26-0066 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639457 | 2026-04-26 | FACT-2026-04-26-0067 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639458 | 2026-04-26 | FACT-2026-04-26-0068 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639608 | 2026-04-26 | FACT-2026-04-26-0069 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639610 | 2026-04-26 | FACT-2026-04-26-0070 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639611 | 2026-04-26 | FACT-2026-04-26-0071 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639612 | 2026-04-26 | FACT-2026-04-26-0072 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639614 | 2026-04-26 | FACT-2026-04-26-0073 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639615 | 2026-04-26 | FACT-2026-04-26-0074 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639616 | 2026-04-26 | FACT-2026-04-26-0075 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639617 | 2026-04-26 | FACT-2026-04-26-0076 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639618 | 2026-04-26 | FACT-2026-04-26-0077 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639619 | 2026-04-26 | FACT-2026-04-26-0078 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639620 | 2026-04-26 | FACT-2026-04-26-0079 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639621 | 2026-04-26 | FACT-2026-04-26-0080 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639622 | 2026-04-26 | FACT-2026-04-26-0081 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639623 | 2026-04-26 | FACT-2026-04-26-0082 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639624 | 2026-04-26 | FACT-2026-04-26-0083 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639625 | 2026-04-26 | FACT-2026-04-26-0084 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639626 | 2026-04-26 | FACT-2026-04-26-0085 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639627 | 2026-04-26 | FACT-2026-04-26-0086 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639628 | 2026-04-26 | FACT-2026-04-26-0087 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639629 | 2026-04-26 | FACT-2026-04-26-0088 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639630 | 2026-04-26 | FACT-2026-04-26-0089 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639631 | 2026-04-26 | FACT-2026-04-26-0090 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639632 | 2026-04-26 | FACT-2026-04-26-0091 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639633 | 2026-04-26 | FACT-2026-04-26-0092 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639634 | 2026-04-26 | FACT-2026-04-26-0093 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639635 | 2026-04-26 | FACT-2026-04-26-0094 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639636 | 2026-04-26 | FACT-2026-04-26-0095 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639637 | 2026-04-26 | FACT-2026-04-26-0096 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639638 | 2026-04-26 | FACT-2026-04-26-0097 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639639 | 2026-04-26 | FACT-2026-04-26-0098 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639640 | 2026-04-26 | FACT-2026-04-26-0099 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639641 | 2026-04-26 | FACT-2026-04-26-0100 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639642 | 2026-04-26 | FACT-2026-04-26-0101 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639643 | 2026-04-26 | FACT-2026-04-26-0102 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639644 | 2026-04-26 | FACT-2026-04-26-0103 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639645 | 2026-04-26 | FACT-2026-04-26-0104 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639646 | 2026-04-26 | FACT-2026-04-26-0105 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639647 | 2026-04-26 | FACT-2026-04-26-0106 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639648 | 2026-04-26 | FACT-2026-04-26-0107 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639649 | 2026-04-26 | FACT-2026-04-26-0108 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639650 | 2026-04-26 | FACT-2026-04-26-0109 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639651 | 2026-04-26 | FACT-2026-04-26-0110 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639652 | 2026-04-26 | FACT-2026-04-26-0111 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639653 | 2026-04-26 | FACT-2026-04-26-0112 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639654 | 2026-04-26 | FACT-2026-04-26-0113 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639655 | 2026-04-26 | FACT-2026-04-26-0114 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639656 | 2026-04-26 | FACT-2026-04-26-0115 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639657 | 2026-04-26 | FACT-2026-04-26-0116 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639658 | 2026-04-26 | FACT-2026-04-26-0117 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639659 | 2026-04-26 | FACT-2026-04-26-0118 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639660 | 2026-04-26 | FACT-2026-04-26-0119 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639661 | 2026-04-26 | FACT-2026-04-26-0120 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639662 | 2026-04-26 | FACT-2026-04-26-0121 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639664 | 2026-04-26 | FACT-2026-04-26-0122 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639665 | 2026-04-26 | FACT-2026-04-26-0123 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639666 | 2026-04-26 | FACT-2026-04-26-0124 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639667 | 2026-04-26 | FACT-2026-04-26-0125 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639668 | 2026-04-26 | FACT-2026-04-26-0126 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639669 | 2026-04-26 | FACT-2026-04-26-0127 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639670 | 2026-04-26 | FACT-2026-04-26-0128 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639671 | 2026-04-26 | FACT-2026-04-26-0129 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639672 | 2026-04-26 | FACT-2026-04-26-0130 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639673 | 2026-04-26 | FACT-2026-04-26-0131 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639684 | 2026-04-26 | FACT-2026-04-26-0132 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639685 | 2026-04-26 | FACT-2026-04-26-0133 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639686 | 2026-04-26 | FACT-2026-04-26-0134 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639687 | 2026-04-26 | FACT-2026-04-26-0135 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639688 | 2026-04-26 | FACT-2026-04-26-0136 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639689 | 2026-04-26 | FACT-2026-04-26-0137 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639690 | 2026-04-26 | FACT-2026-04-26-0138 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639691 | 2026-04-26 | FACT-2026-04-26-0139 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639692 | 2026-04-26 | FACT-2026-04-26-0140 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639693 | 2026-04-26 | FACT-2026-04-26-0141 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639694 | 2026-04-26 | FACT-2026-04-26-0142 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639695 | 2026-04-26 | FACT-2026-04-26-0143 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639696 | 2026-04-26 | FACT-2026-04-26-0144 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639697 | 2026-04-26 | FACT-2026-04-26-0145 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639698 | 2026-04-26 | FACT-2026-04-26-0146 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639699 | 2026-04-26 | FACT-2026-04-26-0147 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639701 | 2026-04-26 | FACT-2026-04-26-0148 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639702 | 2026-04-26 | FACT-2026-04-26-0149 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639703 | 2026-04-26 | FACT-2026-04-26-0150 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
2026-04-26T16:44:47.639704 | 2026-04-26 | FACT-2026-04-26-0151 | skip | 旧事实置信度更高(0.75 >= 0.75)，需用户确认
